id,surname,forename,birthYear,deathYear,note,pageRefs,fullName
"ansorge_p_660","Schoder","Marie","","","","","Marie Schoder"
"ansorge_p_661","Schönberg","Arnold","1874","1951","Österr. Komponist, der als Autodidakt (abgesehen von zeitweiligen Instruktionen →Zemlinskys) einen völlig eigenständigen Weg für seine Musik einschlug, die ihn zu bahnbrechenden Entwicklungen in der Musikgeschichte führten. Von Anfang an polarisierten seine Kompositionen, sie durchmessen die Grenzen der Tonalität, überschreiten diese ab den 1910er Jahren und münden schließlich in die von ihm entwickelte Theorie der Komposition mit 12 Tönen. Es bildete sich um ihn ein Schülerkreis, der seinen kompositorischen Lösungen begeistert Folge leistete, darunter auch Alban Berg und →Anton von Webern. Zahlreiche seiner Werke für kleine Besetzung wurden im Rahmen des Ansorge-Vereins uraufgeführt. 1933 musste er mit seiner Familie in die USA emigrieren.","8; 17; 19; 27; ; 36; 38; 60; ; 169; 296; 308; 320; ; 333; 337; 360; 386; ; ; 401; 406; ; ; 421; 429; 432; 435; 438; 444; 447; 452; ; 460; 462; 482; 510; 521; 528; 538; ; 548; 575; 578; 581; ; 600; ; ; 651","Arnold Schönberg"
"ansorge_p_662","Schönthan","eigentlich Paul Schönthan von Pernwaldt","1853","1905","Österr. Autor und Journalist, sowohl bei den Berliner Lustigen Blättern wie auch beim Wiener Neuen Tagblatt tätig, ab 1902 bei der Wiener Zeitung.","464","eigentlich Paul Schönthan von Pernwaldt Schönthan"
"ansorge_p_663","Scholander","Sven","1860","1936","Schwed. Sänger, Lautenist und Komponist.","439","Sven Scholander"
"ansorge_p_664","Schotte","Armin","","","Blinder Organist, Komponist und Klavierstimmer bei Steinway & Sons.","","Armin Schotte"
"ansorge_p_665","Schreurs","Joseph","1863","1921","Belg. Klarinettist.","83","Joseph Schreurs"
"ansorge_p_666","Schrickel","Leonhard","1876","1931","Dt. Dichter, hatte am Konservatorium in Köln studiert, wurde vorwiegend als Dichter von thüringischen Historien- und Heimatromanen bekannt. 465, 505 Schubert, Kurt (1891–1945). Dt. Pianist und Komponist, Schüler Xaver Scharwenkas, wurde 1921 Professor an der Hochschule für Schul-und Kirchenmusik Berlin. Herausgeber von Werken Frobergers und Kuhnaus für den Schott-Verlag, posthume Buchveröffentlichung „Die Technik des Klavierspiels aus dem Geiste des musikalischen Kunstwerks“ (de Gruyter: Sammlung Göschen 1045).","675","Leonhard Schrickel"
"ansorge_p_667","Schuch","Bruno","","","Geiger, vermutlich zumindest 1901/02 im Philadelphia Orchestra tätig.","157; 675","Bruno Schuch"
"ansorge_p_668","Schünemann","Georg","1884","1945","Dt. Musikwissenschaftler, wurde 1920 Professor an der Berliner Musikhochschule. Verfasste 1940 eine „entjudete“ Textfassung von Mozarts „Figaro“.","151","Georg Schünemann"
"ansorge_p_669","Schulthess","Walter","1894","1971","Schweiz. Komponist und Konzertagent. Schüler Ansorges in Berlin. Sein Nachlass befindet sich in der Zentralbibliothek Zürich (MUS NL 5).","684","Walter Schulthess"
"ansorge_p_670","Schultz-Birch","Maria","1881","1959","Dt. Sängerin (Alt) und Gesangspädagogin (ab 1918 in Weimar), die sich sehr für zeitgenössische Musik einsetzte.","; 675","Maria Schultz-Birch"
"ansorge_p_671","Schultz","Edwin","1827","1907","Dt. Sänger (Bariton) und (Männerchor-)Komponist.","84","Edwin Schultz"
"ansorge_p_672","Schulz","Erna","1887","1938","Dt. Geigerin, spielte von 1910–1923? Bratsche im (2.) Wietrowetz-Quartett.","","Erna Schulz"
"ansorge_p_673","Schulz","Iwan","1861","","Dt.? Geiger und Kapellmeister.","","Iwan Schulz"
"ansorge_p_674","Schulz","Johann Abraham Peter","1747","1800","Dt. Musiker und Komponist, der u. a. die Melodie zu Claudius’ „Der Mond ist aufgegangen“ komponierte.","145; 160","Johann Abraham Peter Schulz"
"ansorge_p_675","Schumann","Elisabeth","1888","1952","Dt. Sängerin (Sopran), studierte in Berlin und Dresden, gab 1909 ihr Bühnendebüt in Hamburg. Bis zu ihrer Emigration in die USA 1937 war sie ein Star der Wiener Staatsoper.","137","Elisabeth Schumann"
"ansorge_p_676","Schumann","Georg","1866","1952","Dt. Komponist, Dirigent und Pianist, war 1900–1952 Direktor der Berliner Singakademie.","160; 218","Georg Schumann"
"ansorge_p_677","Schur","Ernst Erich Walter","1876","1912","Dt. Lyriker des Kreises um Mombert, Dauthendey, Scheerbart und Dehmel.","17; 116; 340; 358; 537; 656; 668; 670","Ernst Erich Walter Schur"
"ansorge_p_678","Schwabe","Friedrich","1870","1931","Dt. Gesangslehrer, Musikschriftsteller und Mitarbeiter der Genossenschaft deutscher Tonsetzer.","185","Friedrich Schwabe"
"ansorge_p_679","Schwabel","Josef","","","Österr.? Tanzmusikkomponist im Umfeld von Johann Strauß, d. Ä.","581","Josef Schwabel"
"ansorge_p_680","Schwarz","Franz","1858","1919","Mähr. Sänger (Bariton), 1886–1896 am Weimarer Hoftheater. Sang dort 1894 den Herzog Robert in der UA von Richard Strauss’ „Guntram“.","76","Franz Schwarz"
"ansorge_p_681","Schweitzer","Else","","","Pianistin.","422; 578; 661","Else Schweitzer"
"ansorge_p_682","Schwers","Paul","1874","1939","Dt. Musikschriftsteller, ab 1907 Herausgeber der „Allgemeinen Musik-Zeitung“. Verfasste gemeinsam mit Martin Friedland 1926 „Das Konzertbuch. Ein praktisches Handbuch für den Konzertbesucher“, an dessen dreibändiger Neuauflage sich 1930/31 auch Herbert Eimert beteiligte.","144; 228; ","Paul Schwers"
"ansorge_p_683","Schweyda","Willy","","1969","Österr. Geiger, der „jüngste Konzertmeister der Monarchie“, war ab 1925 neben der Stelle an der Deutschen Akademie in Prag (ab 1920) auch Leiter der ersten Violinklasse am Salzburger Mozarteum. Seine Ehefrau Margarethe Hönel-S. war ebenfalls Geigerin.","","Willy Schweyda"
"ansorge_p_684","Seeck","Franz","1874","1944","Dt. Architekt, der u. a. Grabmäler für Walter Leistikow in Steglitz, für die Familie Wedekind in Friedrichswalde und für Werner von Siemens’ Familie auf dem Südwestkirchhof Stahnsdorf schuf.","550","Franz Seeck"
"ansorge_p_685","Segantini","Giovanni","1858","1899","Österr., meist in Italien lebender Maler. Seine Tochter Bianca S. (1886–1980) veröffentlichte 1909 seine Briefe und Schriften in deutscher Sprache (Giovanni Segantini: Schriften und Briefe, hrsg. und bearb. von Bianca Segantini. Leipzig: Klinkhard & Biermann 1909).","408; 436","Giovanni Segantini"
"ansorge_p_686","Seibert","Willy","","","Dt. Musikkritiker bei der Rheinischen Musik-Zeitung in Köln (1900–1930), Parteigänger der „Darmstädter“ um Peter Behrens, war für die Inszenierung von Dehmels „Fitzebutze“ am 08.12.1901 in Köln verantwortlich.","; ; 318; 326","Willy Seibert"
"ansorge_p_687","Seidelmann","Eugen","1806","1865","Dt. Kapellmeister und (Männerchor-)Komponist.","66","Eugen Seidelmann"
"ansorge_p_688","Seidl","Anton","1850","1898","Ung. Dirigent, wurde 1879 auf Empfehlung Richard Wagners Assistent Angelo Neumanns in Leipzig, debütierte 1885 mit Wagners Lohengrin an der Metropolitan Opera und war von 1891 bis zu seinem Tod Chefdirigent der New Yorker Philharmoniker.","","Anton Seidl"
"ansorge_p_689","Seidl","Arthur","1863","1928","Dt. Musikschriftsteller und Dramaturg, promovierte 1887 mit seiner Schrift „Vom Musikalisch Erhabenen. Prolegomena zur Aesthetik der Tonkunst“. Leipzig: C. F. Kahnt Nachfolger (2. und vermehrte Auflage 1907), die als ein Gegenentwurf zu Hanslicks Theorie vom Musikalisch-Schönen wahrgenommen wurde. Zusätzlich hatte er Cello, Klavier und Komposition studiert. Von 1898–1899 war er am Nietzsche-Archiv in Weimar tätig und Herausgeber von dessen Werken. Ab 1903 als Dramaturg am Hoftheater in Dessau, lehrte er ab 1904 am Leipziger Conservatorium für Musik.","16; 25; 404; 407; 458; ; ; 484; 486; 493; 670","Arthur Seidl"
"ansorge_p_690","Senius","Felix","1868","1913","Dt.-russ. Konzert-Sänger (Tenor). Seine Ehefrau Clara Senius-Erler (1882–?), mit der er gemeinsam Schallplattenaufnahmen für die Berliner Firma Anker machte, war Sopranistin, sein Bruder Rudolf S. (1865–1924) Operettensänger und Regisseur. S. starb in seiner Geburtsstadt Königsberg an einer Fischvergiftung.","169; 670; 675","Felix Senius"
"ansorge_p_691","Serao","Matilde","1876","1927","Ital.-griech. Journalistin und Schriftstellerin.","439","Matilde Serao"
"ansorge_p_692","Servaes","Franz","1862","1947","Dt. Germanist und Kunsthistoriker, einflussreicher Journalist und Kritiker, ab 1899 in Wien bei der Neuen Freien Presse, verh. mit der Sängerin Martha Haese.","30; 400; 436; 478; ; ; 494; 499; 521; 532; 610; 617","Franz Servaes"
"ansorge_p_693","Servaes","Martha","","1923","Dt.? Sängerin, war zweimal (1893–1897 und 1899–1923) mit Franz S. verh. 125, 400, 420, 477, 482, 484, 489, 493f, 500, 506f, 514f, 518ff, 531, 545, 551, 573, 577, 579, 674 Servais, Adrien-François (1807–1866). Belg. Cellist und Komponist, er wurde von seinen Zeitgenossen „Der Paganini des Violoncellos“ genannt.","76; 83","Martha Servaes"
"ansorge_p_694","Settekorn","Robert","","1924","Dt. Sänger (Bariton), 1884–1902 am Hoftheater in Braunschweig.","; 673","Robert Settekorn"
"ansorge_p_695","Severin","Emil","1859","","Dt. Sänger (Bass-Bariton) und Gesangslehrer.","","Emil Severin"
"ansorge_p_696","Shaw","Alice J.","","1918","US-amerik. Kunstpfeiferin.","88","Alice J. Shaw"
"ansorge_p_697","Siegel","Rudolf","1878","1948","Dt. Jurist, Dirigent und Komponist, Schüler von Humperdinck und Thuille in München, der seine Dirigententätigkeit zunächst in Berlin, später als Generalmusikdirektor in Krefeld ausübte. Er war der Vater des Schlagerkomponisten Ralph Maria S. und Großvater von Ralph S.","169","Rudolf Siegel"
"ansorge_p_698","Siegert","Ferdinand","1850","1897","Dt. Dirigent und Komponist.","124","Ferdinand Siegert"
"ansorge_p_699","Sievers","Johannes","1880","1969","Dt. Kunsthistoriker in Berlin, promovierte 1906 in Halle und war in zahlreichen kunstpolitischen Ämtern aktiv. Befreundet mit →Liebermann und Kollwitz und Gast von →Johannes Guthmann im Gut Neu-Kladow. Wurde 1933 aus allen seinen Funktionen entlassen und in den erzwungenen Ruhestand versetzt. Seine kunsthistorischen Untersuchungen setzte er bis an sein Lebensende in Deutschland fort.","54; 56","Johannes Sievers"
"ansorge_p_700","Silcher","Friedrich","1789","1860","Dt. Komponist.","124; 155","Friedrich Silcher"
"ansorge_p_701","Silhavy","Otto","1882","1962","Böhm. Geiger, Schüler von Otakar Ševčík.","128; 423; 495; 595","Otto Silhavy"
"ansorge_p_702","Siloti","Aleksandr. Siehe","","","","","Aleksandr. Siehe Siloti"
"ansorge_p_703","Simberg-Bremer","Anni Fredrika","1886","1969","Sängerin. Heiratete 1910 den finnischen Maler Hugo Simberg (1873–1917), der sie 1909 als Gitarre spielende Sängerin (Kitaransoittaja) abbildete. Simon, James (1880–1944). Dt. Komponist. In Berlin Schüler Ansorges und Bruchs. 1933 Emigration über Zürich nach Amsterdam. Von dort Deportation nach Theresienstadt und Auschwitz, wo er umkam.","684","Anni Fredrika Simberg-Bremer"
"ansorge_p_704","Sitt","Hans","1850","1922","Dt.-böhm. Komponist, Geiger und Dirigent.","71; 111; 113","Hans Sitt"
"ansorge_p_705","Skopnik","Eva","1885","","Dt. Sängerin (Mezzo-Sopran) und Gesangspädagogin an der Akademie für Sprache, Bewegung und Musik Münster.","164","Eva Skopnik"
"ansorge_p_706","Slevogt","Max","1868","1932","Dt. Maler, Grafiker, Illustrator und Bühnenbildner, der Conrad Ansorge bei seinen Arbeiten auf dem Gut Neu-Kladow in Berlin kennenlernte. Die beiden Künstler waren befreundet, Slevogt porträtierte Ansorge zweimal. Die Bilder befinden sich heute in Privatbesitz und in der Kunsthalle Bremen. 47, 49, 54ff, 61f, 381f Slottko, Therese (Diehn-) (1876/77–1953). Dt. Pianistin, war Schülerin Ansorges in Berlin und →Theodor Leschetizkys in Wien. Sie lebte längere Zeit in Ostasien und war mit dem Industriellen und späteren Wehrwirtschaftsführer August Diehn (1874–1942) verheiratet. Ihr Nachlass befindet sich in der Landesbibliothek Mecklenburg-Vorpommern.","288; 337; 443; 456; 463; 469; 473; 477; 480; 492; ; 512; 515; 521; ; 532; ; 542; 550; 560; ; 588; ; 600; ; 684","Max Slevogt"
"ansorge_p_707","Smolian","Artur Theodor Ferdinand","1856","1911","Dt.-balt. Musikschriftsteller und Kapellmeister, 1884 Leiter des Leipziger Männergesangsvereines.","71; 140","Artur Theodor Ferdinand Smolian"
"ansorge_p_708","Spanuth","August","1857","1920","Dt. Musikschriftsteller und Herausgeber.","162","August Spanuth"
"ansorge_p_709","Speidel","Wilhelm","1826","1899","Dt. Pianist, Dirigent und Komponist. „Das Lied vom Heimatland“ op. 78 wurde 1885 gedruckt.","124","Wilhelm Speidel"
"ansorge_p_710","Spicker","Max","1858","1912","Dt.-amerik. Dirigent, Komponist und Organist. Seit 1882 Leiter des Beethoven Maennerchors in New York City, Chorleiter der jüdischen Reformgemeinde in der Fifth Avenue.","85; 91","Max Spicker"
"ansorge_p_711","Spliet","Wally","1861","","Dt.-balt. Sängerin (Sopran).","74","Wally Spliet"
"ansorge_p_712","Stahl","Heinrich","1881","1944","Dt.-elsäss. Musikschriftsteller.","215","Heinrich Stahl"
"ansorge_p_713","Starke","Gustav","1862","1931","Dt. Dirigent und Komponist, 1890–1919 Kapellmeister, 1919–1924 Opernspielleiter in Freiburg i. Br.","153","Gustav Starke"
"ansorge_p_714","Stavenhagen","Bernhard","1862","1914","Dt. Pianist, Komponist und Dirigent; 1885/86 Schüler Franz Liszts, ab 1890 Hofpianist und ab 1895 Hofkapellmeister in Weimar. Seit 1907 Konzertdirigent in Genf. Heiratete 1891 →Agnes Denninghoff.","39; ; 74; 76; 93","Bernhard Stavenhagen"
"ansorge_p_715","Stefan","Paul","1879","1943","In Mähren geb. österr. Jurist, Musikschriftsteller und -organisator, der sich unermüdlich für die Darbietung Neuer Musik einsetzte, wozu auch die Gründung des Ansorge-Vereins zählte. Er verfasste 1910 eine der ersten Mahler-Biographien und gehörte zum Gründungskreis der IGNM, bevor er 1938 zur Emigration gezwungen wurde. Er war seit 1906 mit →Grete Wenig verh., heiratete 1940 die Sängerin Jella Braun-Fernwald auf der Flucht und verstarb 1943 in New York.","; 35; 337; ; 395; 397; 399; ; 407; ; 415; ; 424; ; 437; ; 454; 460; 463; ; 477; 479; 481; 488; 492; 505; 508; 526; 528; 535; 542; 546; 551; 586; 588; 626; ; 637; 640; 648; 651","Paul Stefan"
"ansorge_p_716","Stehr","Hermann","1864","1940","Dt. Dichter, der als „Blut- und Boden“-Autor der Nationalsozialisten in die Geschichte einging. 1898 war er durch seine Erzählungen „Auf Leben und Tod“ (Berlin: S. Fischer) zu größerer Bekanntheit gelangt, das Ehepaar Hermann und Hedwig Stehr zählte zu den Freunden Gerhard Hauptmanns.","235; 479","Hermann Stehr"
"ansorge_p_717","Stein","Fritz","1879","1961","Dt. Theologe und Kirchenmusiker, seit 1906 Stadtorganist in Jena, wo er drei Jahre später die „Jenaer Sinfonie“ Friedrich Witts entdeckte und Ludwig van Beethoven zuschrieb. 1933–1945 Direktor der Berliner Musikhochschule.","148","Fritz Stein"
"ansorge_p_718","Steinbach","Fritz","1855","1916","Dt. Dirigent und Komponist. Nach seiner Ausbildung in Leipzig und Wien war er von 1886 bis 1903 Leiter der Meininger Hofkapelle, danach wechselte er zum Gürzenich-Orchester und wurde Direktor des Kölner Konservatoriums.","145; 166","Fritz Steinbach"
"ansorge_p_719","Steiner","Franz","","","Ung. Sänger (Bariton), Schüler von J. Ress und →J. Messchaert, lebte in Wien.","439","Franz Steiner"
"ansorge_p_720","Steiner","Rudolf","1861","1925","Österr. Philosoph und Begründer der Anthroposophie, seit 1890 Mitarbeiter des Goethe-und Schiller-Archivs in Weimar. Er gehörte seit seiner Weimarer Zeit zu Ansorges Freundeskreis (vgl. R. Steiner. Mein Lebensgang. 2Stuttgart: Verlag Freies Geistesleben 1975, Kp. 21).","; 51; 63; 233; 242; ; 256; 361; 488; 504","Rudolf Steiner"
"ansorge_p_721","Steinert","Moritz","1831","1912","Dt.-amerik. Klavierhändler und -bauer.","","Moritz Steinert"
"ansorge_p_722","Steinhard","Erich","1886","","Deutschsprachiger Musikwissenschaftler und Journalist aus Prag, Promotion 1911, Chefredakteur der Musikzeitschrift Der Auftakt, lehrte ab 1921 an der von ihm und →Zemlinsky gegründeten Dt. Akademie für Musik und darstellende Kunst Musikgeschichte und Ästhetik, Professur 1928. Es war jene Institution, an der Ansorge die Meisterklasse für Klavier innehatte. Gleichzeitig war S. Referent des Prager Tagblatts und Mitbegründer der IGNM. 1941 wurden Steinhard und seine Frau Gertrude deportiert.","","Erich Steinhard"
"ansorge_p_723","Sternberg","Erich-Walter","1891","1974","Dt.-israel. Komponist, Mitbegründer des Israel Philharmonic Orchestra.","229","Erich-Walter Sternberg"
"ansorge_p_724","Sternfeld","Richard","1858","1926","Dt. Historiker, Musikschriftsteller und Pianist, Herausgeber von Richard Wagners Sämtlichen Schriften und Dichtungen, führendes Mitglied im Berliner Wagner-Verein. Ab 1899 Professor für Geschichte an der Friedrich-Wilhelms-Universität Berlin. Kämpfte unermüdlich gegen den Antisemitismus von →Rudolf Maria Breithaupt (vgl. Annkatrin Dahm. Der Topos der Juden. Studien zur Geschichte des Antisemitismus im deutschsprachigen Musikschrifttum. Göttingen: Vandenhoeck & Ruprecht 2007).","104; 468; 497; ; 503; 505","Richard Sternfeld"
"ansorge_p_725","Stichling","Otto","1866","1912","Dt. Bildhauer, studierte in Berlin, ging als Lehrer 1907 nach Altona und kehrte 1910 an die Kunstgewerbeschule in Charlottenburg zurück. Vier große Bronzefiguren auf dem Turm des Charlottenburger Rathauses stammen von ihm.","537","Otto Stichling"
"ansorge_p_726","Stiehl","Karl","1826","1911","Dt. Komponist, 1878–1897 Dirigent der Lübecker Singakademie.","97","Karl Stiehl"
"ansorge_p_727","Stiehler","Arthur","1864","1905","Dt. Pianist, Komponist, Dirigent.","110","Arthur Stiehler"
"ansorge_p_728","Stier","Paul Hermann Wilhelm","1846","1922","Bankier und Regierungsrat in Weimar und Greiz. Er rief gemeinsam mit →Rudolf Breithaupt 1913 in einem Rundschreiben zur Unterstützung Ansorges auf und zählte zu den engsten Förderen des Pianisten, was eigens im Nachruf erwähnt wurde (Greizer Zeitung vom 21.03.1922, diesen Hinweis verdanken wir Steffi Markowski, Archivarin der Stadt Greiz). Ansorges Streichquartett As-Dur op. 12 „Vigilien“ nach →St. Przybyzewski wurde ihm gewidmet. Seine Tochter Anna Maria (*1887) wurde die Mutter des Komponisten Paul Heinrich Oskar Sala (1910–2002), der bei Hindemith studierte und gemeinsam mit Friedrich Trautwein einem der frühesten elektronischen Musikinstrumente, dem Trautonium, zur Wirkung verhalf.","370; 462; 588; 595; 600; 639; 664","Paul Hermann Wilhelm Stier"
"ansorge_p_729","Stöckl",", Sofie","","",", Wr. Schauspielerin und Diseuse, verkörperte „Julchen“ in Erich Mühsams „Die Psychologie der Erbtante“, Karl Kraus setzte sich für sie und ihre Lebensgefährtin Elfriede Rossi ein, Erich Mühsam erwähnt sie in seinen Tagebüchern am 16.10.1911.","425",", Sofie Stöckl"
"ansorge_p_730","Stör","Karl","1814","1889","Dt. Kapellmeister und Komponist.","76","Karl Stör"
"ansorge_p_731","Stöver","Walter","1894","","Dt. Kapellmeister, leitete u. a. die Kurkonzerte in Bad Pyrmont.","212","Walter Stöver"
"ansorge_p_732","Stolzenberg","Georg","1857","1941","Dt. Komponist und Lyriker aus dem Kreis um Arno Holz.","134; 426; 589; 596; 606","Georg Stolzenberg"
"ansorge_p_733","Stojowski","Zygmunt","1869","1946","Poln. Pianist und Komponist, Schüler Paderewskis, ging 1905 in die USA.","201","Zygmunt Stojowski"
"ansorge_p_734","Stradal","August","1860","1930","Böhm. Pianist, Schüler sowohl von Anton Door und Anton Bruckner, von →Theodor Leschetizky und Franz Liszt, verfasste zahlreiche Bearbeitungen für Klavier sowie monographische Aufsätze u. a. über seine Lehrer Bruckner und Liszt.","; 74; 653","August Stradal"
"ansorge_p_735","Stradonitz von Kekulé","Eleonore","","","","","Eleonore Stradonitz von Kekulé"
"ansorge_p_736","Strassni","Fritz","1868","1942","Österr. Schauspieler, gab sein Bühnendebüt 1894 am Theater in der Josefstadt, war 1909–1938 Mitglied des Wiener Hofburgtheaters.","422","Fritz Strassni"
"ansorge_p_737","Strauß","Adele","1856","1930","Dritte Ehefrau von Johann Strauß, verh. seit 1887.","520; 532","Adele Strauß"
"ansorge_p_738","Strauss","Alfred","","","Tschech.? Pianist (Ein Foto von 1934 findet sich auf http://www.e-jirgens.de/fotossto. htm, zuletzt besucht am 19.08.2015).","684","Alfred Strauss"
"ansorge_p_739","Strauß","Edmund von","1869","1919","Österr. Dirigent und Komponist, 1903–1918 kgl. Kapellmeister an der Berliner Hofoper, ab 1910 war er auch Leiter des Blüthner-Orchesters, mit dem er zahlreiche Titel auf Schallplatte aufnahm.","167; 169","Edmund von Strauß"
"ansorge_p_740","Streicher","Theodor","1874","1940","Österr. Komponist, Enkel des Klavierbauers Johann Baptist Streicher. In seinem Nachlass in der ÖNB finden sich u. a. auch Skizzen zu einem Festlichen Marsch „Heil! Heil Dir, Hitler!“ für gemischten Chor und Orchester. 126, 128, 131, 133, 333, 336, 398f, 409, 414, 421f, 426, 461, 469, 476, 491, 500f, 510, 535, 548f, 554ff, 561f, 564, 567f, 571, 585, 588, 592, 600, 604f, 639, 644 Stucken, Frank van der (1858–1929). US-amerik. Dirigent und Komponist, 1884–1895 musikalischer Leiter der →Arion Society.","; 85","Theodor Streicher"
"ansorge_p_741","Sturm","Wilhelm","1842","1922","Dt. Chorleiter und -komponist.","79","Wilhelm Sturm"
"ansorge_p_742","Stwertka","Rosa","1875","1942","Ung. Sängerin, seit 1899 Ehefrau von Julius Stwertka (1872–1942), dem Konzertmeister der Wiener Philharmoniker. 1942 wurden beide nach Theresienstadt deportiert.","424; 557","Rosa Stwertka"
"ansorge_p_743","Sucher","Joseph","1843","1908","Österr.-ung. Komponist und Dirigent, seit 1899 i. R.","127","Joseph Sucher"
"ansorge_p_744","Suk","Josef","1874","1935","Tschech. Komponist und Geiger, der in seinen kammermusikalischen Werken ganz in der Nachfolge seines Schwiegervaters Dvořák stand, in seinen Tondichtungen jedoch einen böhmischen Impressionismus begründete. Er war Gründungsmitglied des →Böhmischen Streichquartetts und ab 1922 Professor am Prager Konservatorium, dessen Rektor er bis zu seinem Tode blieb.","139; 154; 156; ; 223; 225; 681","Josef Suk"
"ansorge_p_745","Suter","Anna","1871","1910","Schweiz. Sängerin (Sopran), seit 1893 in Stuttgart engagiert; starb in einem Eifersuchtsdrama durch die Hand des Hofkapellmeisters →Aloys Obrist.","108","Anna Suter"
"ansorge_p_746","Svendsen","Johan Severin","1840","1911","Norweg. Komponist und Dirigent, Hofkapellmeister in Kopenhagen.","76; 111","Johan Severin Svendsen"
"ansorge_p_747","Swarzenski","Georg","1876","1957","Dt. Kunsthistoriker und Museumsdirektor in Frankfurt, ab 1928 Generaldirektor der Frankfurter Museen.","50; 57","Georg Swarzenski"
"ansorge_p_748","Szulc","Bronis aw Zygmunt","1881","1955","Poln. Hornist, Komponist und Dirigent, Professor am Warschauer Konservatorium, war 1932/33 Hornist im Philadelphia Orchestra, ab 1936 im Palestine Symphony Orchestra, dem „Orchestra of Exiles“.","201","Bronis aw Zygmunt Szulc"
"ansorge_p_749","Talich","Václav","1883","1961","Tschech. Dirigent und Geiger, Schüler Ševčíks, 1919–1941 Chefdirigent der Tschechischen Philharmonie.","193","Václav Talich"
"ansorge_p_750","Taubert","Wilhelm","1811","1891","Dt. Pianist und Komponist, ab 1841 Musikdirektor an der Kgl. Oper Berlin.","71; 73; 77; 84; 95; 100","Wilhelm Taubert"
"ansorge_p_751","Tauschek","Otto","1881","1971","Österr. Maler und Illustrator, Mitglied der Münchner Künstlergenossenschaft.","434","Otto Tauschek"
"ansorge_p_752","Telmann","Fritz","","","Österr. Schriftsteller, veröffentlichte 1904 das Stück „Messenhauser“ (Drama in 5 Aufzügen. Wien: Wage-Verlag 1904.), das im Ansorge-Verein heftig diskutiert wurde.","548; 575","Fritz Telmann"
"ansorge_p_753","Thern","Carl","1817","1886","Ung. Pianist, Dirigent und Komponist.","84","Carl Thern"
"ansorge_p_754","Thienemann","Alfred","1858","1923","Dt. Theaterkapellmeister.","97","Alfred Thienemann"
"ansorge_p_755","Thierfelder","Helmuth","1897","1966","Dt. Dirigent, 1938–1964 Chefdirigent des Niedersächsischen Symphonie-Orchesters Hannover.","230","Helmuth Thierfelder"
"ansorge_p_756","Thoma","Ludwig","1867","1921","Dt. Jurist und Schriftsteller, der zur Jahrhundertwende seine bayrischen Landsleute im Simplicissimus satirisch kommentierte.","","Ludwig Thoma"
"ansorge_p_757","Thomas","Arthur Goring","1851","1892","Brit. Komponist.","86","Arthur Goring Thomas"
"ansorge_p_758","Thomas","Theodore","1835","1905","Amerik. Geiger und Dirigent, 1877–1891 musikalischer Leiter der New York Philharmonic Society.","12; ; 89; 234; 661","Theodore Thomas"
"ansorge_p_759","Thornberg","Julius","1883","1945","Dän. Geiger, Solist und Konzertmeister des Concertgebouw Orchesters in Amsterdam, 1910–1917 der Berliner Philharmoniker, ab 1930 der Kgl. Kapelle Kopenhagen.","172; 197","Julius Thornberg"
"ansorge_p_760","Thuille","Ludwig","1861","1907","Österr. Komponist und Musiktheoretiker, geboren in Bozen. Sein Opernerstling „Theuerdank“ teilte sich 1896 in München den ersten Platz beim Luitpold-Preis mit →Zemlinskys erster Oper „Sarema“. Thuille wurde Professor für Komposition an der kgl. Musikschule in München und gab 1907 gemeinsam mit Rudolf Louis eine einflussreiche und in vielen weiteren, z. T. veränderten Auflagen erschienene Harmonielehre heraus.","159; 167; 188; 491; 497; 585","Ludwig Thuille"
"ansorge_p_761","Tiessen","Heinz","1887","1971","Dt. Komponist, Dirigent und Musikpädagoge.","14; ; 178; 226","Heinz Tiessen"
"ansorge_p_762","Tietze-Conrat","Erica","1883","1958","Österr. Kunsthistorikerin, Schwester von Ilse Conrat, verh. mit dem Kunsthistoriker Hans Tietze. Beide waren eingebunden in die führenden Kunstkreise ihrer Zeit und sind auf zahlreichen Porträts abgebildet. Das Ehepaar Tietze emigrierte 1938 in die USA.","","Erica Tietze-Conrat"
"ansorge_p_763","Tittrich","Franz","","","Österr.? Sänger (Bariton).","449","Franz Tittrich"
"ansorge_p_764","Tobler","Mina","1880","1967","Schweiz. Pianistin und Klavierpädagogin. Eng verbunden mit dem Soziologen Max Weber. Einer ihrer Schüler war →Rudolf Müller-Chappuis, den sie wahrscheinlich ihrem eigenen Lehrer →Ansorge weiterempfahl.","684","Mina Tobler"
"ansorge_p_765","Tormin","Adolph","1861","1930","Rezitator und Dramaturg, befreundet mit dem Dichter Gustav Falke. Sein Nachlass befindet sich in der SUB Hamburg.","138","Adolph Tormin"
"ansorge_p_766","Traun","Max","1865","1936","Österr. Jurist und Sänger (Tenor). Nach seiner Bühnenkarriere (zuletzt war er am Nationaltheater Mannheim engagiert) begründete er in Bremen ein eigenes Konservatorium und wurde 1912 Direktor der Kaufmännischen Liedertafel.","168","Max Traun"
"ansorge_p_767","Trenkler","Friedrich August","1836","1910","Dt. Dirigent, 1890–1903 Kapellmeister und künstlerischer Leiter der Dresdner Philharmonie.","123","Friedrich August Trenkler"
"ansorge_p_768","Tressler","Otto","1871","1965","Dt. Schauspieler, spielte von 1896–1961 am Wiener Burgtheater.","433","Otto Tressler"
